udaj,kod,url,budid,idob
V Informačním systému katastru nemovitostí:,892206101,buddet.jsp?budid=684541&idob=1000158659&b=0,684541,1000158659
V informačním systému základního registru RÚIAN:,21782423,buddet.jsp?budid=684541&idob=1000158659&b=0,684541,1000158659
V Registru sčítacích obvodů a budov:,1000161137,buddet.jsp?budid=220337&idob=1000161137&b=0,220337,1000161137
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220337&idob=1000161137&b=0,220337,1000161137
V Informačním systému katastru nemovitostí:,893077101,buddet.jsp?budid=220337&idob=1000161137&b=0,220337,1000161137
V informačním systému základního registru RÚIAN:,21784892,buddet.jsp?budid=220337&idob=1000161137&b=0,220337,1000161137
V Registru sčítacích obvodů a budov:,1000161145,buddet.jsp?budid=220338&idob=1000161145&b=0,220338,1000161145
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220338&idob=1000161145&b=0,220338,1000161145
V Informačním systému katastru nemovitostí:,893078101,buddet.jsp?budid=220338&idob=1000161145&b=0,220338,1000161145
V informačním systému základního registru RÚIAN:,21784906,buddet.jsp?budid=220338&idob=1000161145&b=0,220338,1000161145
V Registru sčítacích obvodů a budov:,1000154106,buddet.jsp?budid=219722&idob=1000154106&b=0,219722,1000154106
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219722&idob=1000154106&b=0,219722,1000154106
V Informačním systému katastru nemovitostí:,893147101,buddet.jsp?budid=219722&idob=1000154106&b=0,219722,1000154106
V informačním systému základního registru RÚIAN:,21777853,buddet.jsp?budid=219722&idob=1000154106&b=0,219722,1000154106
V Registru sčítacích obvodů a budov:,1000154246,buddet.jsp?budid=219736&idob=1000154246&b=0,219736,1000154246
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219736&idob=1000154246&b=0,219736,1000154246
V Informačním systému katastru nemovitostí:,891955101,buddet.jsp?budid=219736&idob=1000154246&b=0,219736,1000154246
V informačním systému základního registru RÚIAN:,21777993,buddet.jsp?budid=219736&idob=1000154246&b=0,219736,1000154246
V Registru sčítacích obvodů a budov:,1000154386,buddet.jsp?budid=219746&idob=1000154386&b=0,219746,1000154386
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219746&idob=1000154386&b=0,219746,1000154386
V Informačním systému katastru nemovitostí:,892675101,buddet.jsp?budid=219746&idob=1000154386&b=0,219746,1000154386
V informačním systému základního registru RÚIAN:,21778132,buddet.jsp?budid=219746&idob=1000154386&b=0,219746,1000154386
V Registru sčítacích obvodů a budov:,1000154491,buddet.jsp?budid=219755&idob=1000154491&b=0,219755,1000154491
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219755&idob=1000154491&b=0,219755,1000154491
V Informačním systému katastru nemovitostí:,892700101,buddet.jsp?budid=219755&idob=1000154491&b=0,219755,1000154491
V informačním systému základního registru RÚIAN:,21778248,buddet.jsp?budid=219755&idob=1000154491&b=0,219755,1000154491
V Registru sčítacích obvodů a budov:,1000154963,buddet.jsp?budid=219795&idob=1000154963&b=0,219795,1000154963
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219795&idob=1000154963&b=0,219795,1000154963
V Informačním systému katastru nemovitostí:,892347101,buddet.jsp?budid=219795&idob=1000154963&b=0,219795,1000154963
V informačním systému základního registru RÚIAN:,21778710,buddet.jsp?budid=219795&idob=1000154963&b=0,219795,1000154963
V Registru sčítacích obvodů a budov:,1000157644,buddet.jsp?budid=220031&idob=1000157644&b=0,220031,1000157644
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220031&idob=1000157644&b=0,220031,1000157644
V Informačním systému katastru nemovitostí:,893035101,buddet.jsp?budid=220031&idob=1000157644&b=0,220031,1000157644
V informačním systému základního registru RÚIAN:,21781419,buddet.jsp?budid=220031&idob=1000157644&b=0,220031,1000157644
V Registru sčítacích obvodů a budov:,1000154220,buddet.jsp?budid=219734&idob=1000154220&b=0,219734,1000154220
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219734&idob=1000154220&b=0,219734,1000154220
V Informačním systému katastru nemovitostí:,892062101,buddet.jsp?budid=219734&idob=1000154220&b=0,219734,1000154220
V informačním systému základního registru RÚIAN:,21777977,buddet.jsp?budid=219734&idob=1000154220&b=0,219734,1000154220
V Registru sčítacích obvodů a budov:,1000154521,buddet.jsp?budid=219758&idob=1000154521&b=0,219758,1000154521
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219758&idob=1000154521&b=0,219758,1000154521
V Informačním systému katastru nemovitostí:,892560101,buddet.jsp?budid=219758&idob=1000154521&b=0,219758,1000154521
V informačním systému základního registru RÚIAN:,21778272,buddet.jsp?budid=219758&idob=1000154521&b=0,219758,1000154521
V Registru sčítacích obvodů a budov:,1000154556,buddet.jsp?budid=219761&idob=1000154556&b=0,219761,1000154556
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219761&idob=1000154556&b=0,219761,1000154556
V Informačním systému katastru nemovitostí:,892870101,buddet.jsp?budid=219761&idob=1000154556&b=0,219761,1000154556
V informačním systému základního registru RÚIAN:,21778302,buddet.jsp?budid=219761&idob=1000154556&b=0,219761,1000154556
V Registru sčítacích obvodů a budov:,1030726353,buddet.jsp?budid=1980348&idob=1030726353&b=0,1980348,1030726353
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=1980348&idob=1030726353&b=0,1980348,1030726353
V Informačním systému katastru nemovitostí:,1230565101,buddet.jsp?budid=1980348&idob=1030726353&b=0,1980348,1030726353
V informačním systému základního registru RÚIAN:,21778370,buddet.jsp?budid=1980348&idob=1030726353&b=0,1980348,1030726353
V Registru sčítacích obvodů a budov:,1000154637,buddet.jsp?budid=219766&idob=1000154637&b=0,219766,1000154637
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219766&idob=1000154637&b=0,219766,1000154637
V Informačním systému katastru nemovitostí:,892266101,buddet.jsp?budid=219766&idob=1000154637&b=0,219766,1000154637
V informačním systému základního registru RÚIAN:,21778388,buddet.jsp?budid=219766&idob=1000154637&b=0,219766,1000154637
V Registru sčítacích obvodů a budov:,1000154866,buddet.jsp?budid=219786&idob=1000154866&b=0,219786,1000154866
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219786&idob=1000154866&b=0,219786,1000154866
V Informačním systému katastru nemovitostí:,892790101,buddet.jsp?budid=219786&idob=1000154866&b=0,219786,1000154866
V informačním systému základního registru RÚIAN:,21778612,buddet.jsp?budid=219786&idob=1000154866&b=0,219786,1000154866
V Registru sčítacích obvodů a budov:,1000154882,buddet.jsp?budid=219788&idob=1000154882&b=0,219788,1000154882
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219788&idob=1000154882&b=0,219788,1000154882
V Informačním systému katastru nemovitostí:,892590101,buddet.jsp?budid=219788&idob=1000154882&b=0,219788,1000154882
V informačním systému základního registru RÚIAN:,21778639,buddet.jsp?budid=219788&idob=1000154882&b=0,219788,1000154882
V Registru sčítacích obvodů a budov:,1000154971,buddet.jsp?budid=219796&idob=1000154971&b=0,219796,1000154971
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219796&idob=1000154971&b=0,219796,1000154971
V Informačním systému katastru nemovitostí:,893002101,buddet.jsp?budid=219796&idob=1000154971&b=0,219796,1000154971
V informačním systému základního registru RÚIAN:,21778728,buddet.jsp?budid=219796&idob=1000154971&b=0,219796,1000154971
V Registru sčítacích obvodů a budov:,1000154980,buddet.jsp?budid=219797&idob=1000154980&b=0,219797,1000154980
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219797&idob=1000154980&b=0,219797,1000154980
V Informačním systému katastru nemovitostí:,892633101,buddet.jsp?budid=219797&idob=1000154980&b=0,219797,1000154980
V informačním systému základního registru RÚIAN:,21778736,buddet.jsp?budid=219797&idob=1000154980&b=0,219797,1000154980
V Registru sčítacích obvodů a budov:,1000155269,buddet.jsp?budid=219823&idob=1000155269&b=0,219823,1000155269
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219823&idob=1000155269&b=0,219823,1000155269
V Informačním systému katastru nemovitostí:,892871101,buddet.jsp?budid=219823&idob=1000155269&b=0,219823,1000155269
V informačním systému základního registru RÚIAN:,21779015,buddet.jsp?budid=219823&idob=1000155269&b=0,219823,1000155269
V Registru sčítacích obvodů a budov:,1000158349,buddet.jsp?budid=220091&idob=1000158349&b=0,220091,1000158349
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220091&idob=1000158349&b=0,220091,1000158349
V Informačním systému katastru nemovitostí:,892872101,buddet.jsp?budid=220091&idob=1000158349&b=0,220091,1000158349
V informačním systému základního registru RÚIAN:,21782105,buddet.jsp?budid=220091&idob=1000158349&b=0,220091,1000158349
V Registru sčítacích obvodů a budov:,1000164501,buddet.jsp?budid=220632&idob=1000164501&b=0,220632,1000164501
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220632&idob=1000164501&b=0,220632,1000164501
V Informačním systému katastru nemovitostí:,892184101,buddet.jsp?budid=220632&idob=1000164501&b=0,220632,1000164501
V informačním systému základního registru RÚIAN:,21788260,buddet.jsp?budid=220632&idob=1000164501&b=0,220632,1000164501
V Registru sčítacích obvodů a budov:,1000155064,buddet.jsp?budid=219803&idob=1000155064&b=0,219803,1000155064
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219803&idob=1000155064&b=0,219803,1000155064
V Informačním systému katastru nemovitostí:,892383101,buddet.jsp?budid=219803&idob=1000155064&b=0,219803,1000155064
V informačním systému základního registru RÚIAN:,21778817,buddet.jsp?budid=219803&idob=1000155064&b=0,219803,1000155064
V Registru sčítacích obvodů a budov:,1000155358,buddet.jsp?budid=684695&idob=1000155358&b=0,684695,1000155358
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=684695&idob=1000155358&b=0,684695,1000155358
V Informačním systému katastru nemovitostí:,891791101,buddet.jsp?budid=684695&idob=1000155358&b=0,684695,1000155358
V informačním systému základního registru RÚIAN:,21779112,buddet.jsp?budid=684695&idob=1000155358&b=0,684695,1000155358
V Registru sčítacích obvodů a budov:,1000157491,buddet.jsp?budid=220020&idob=1000157491&b=0,220020,1000157491
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220020&idob=1000157491&b=0,220020,1000157491
V Informačním systému katastru nemovitostí:,892381101,buddet.jsp?budid=220020&idob=1000157491&b=0,220020,1000157491
V informačním systému základního registru RÚIAN:,21781257,buddet.jsp?budid=220020&idob=1000157491&b=0,220020,1000157491
V Registru sčítacích obvodů a budov:,1000158632,buddet.jsp?budid=220118&idob=1000158632&b=0,220118,1000158632
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220118&idob=1000158632&b=0,220118,1000158632
V Informačním systému katastru nemovitostí:,892519101,buddet.jsp?budid=220118&idob=1000158632&b=0,220118,1000158632
V informačním systému základního registru RÚIAN:,21782377,buddet.jsp?budid=220118&idob=1000158632&b=0,220118,1000158632
V Registru sčítacích obvodů a budov:,1000158675,buddet.jsp?budid=220120&idob=1000158675&b=0,220120,1000158675
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220120&idob=1000158675&b=0,220120,1000158675
V Informačním systému katastru nemovitostí:,892418101,buddet.jsp?budid=220120&idob=1000158675&b=0,220120,1000158675
V informačním systému základního registru RÚIAN:,21782440,buddet.jsp?budid=220120&idob=1000158675&b=0,220120,1000158675
V Registru sčítacích obvodů a budov:,1000159922,buddet.jsp?budid=220231&idob=1000159922&b=0,220231,1000159922
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220231&idob=1000159922&b=0,220231,1000159922
V Informačním systému katastru nemovitostí:,892596101,buddet.jsp?budid=220231&idob=1000159922&b=0,220231,1000159922
V informačním systému základního registru RÚIAN:,21783691,buddet.jsp?budid=220231&idob=1000159922&b=0,220231,1000159922
V Registru sčítacích obvodů a budov:,1000158241,buddet.jsp?budid=220083&idob=1000158241&b=0,220083,1000158241
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220083&idob=1000158241&b=0,220083,1000158241
V Informačním systému katastru nemovitostí:,892874101,buddet.jsp?budid=220083&idob=1000158241&b=0,220083,1000158241
V informačním systému základního registru RÚIAN:,21782016,buddet.jsp?budid=220083&idob=1000158241&b=0,220083,1000158241
V Registru sčítacích obvodů a budov:,1000159159,buddet.jsp?budid=220164&idob=1000159159&b=0,220164,1000159159
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220164&idob=1000159159&b=0,220164,1000159159
V Informačním systému katastru nemovitostí:,893054101,buddet.jsp?budid=220164&idob=1000159159&b=0,220164,1000159159
V informačním systému základního registru RÚIAN:,21782920,buddet.jsp?budid=220164&idob=1000159159&b=0,220164,1000159159
V Registru sčítacích obvodů a budov:,1000160513,buddet.jsp?budid=220279&idob=1000160513&b=0,220279,1000160513
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220279&idob=1000160513&b=0,220279,1000160513
V Informačním systému katastru nemovitostí:,892228101,buddet.jsp?budid=220279&idob=1000160513&b=0,220279,1000160513
V informačním systému základního registru RÚIAN:,21784281,buddet.jsp?budid=220279&idob=1000160513&b=0,220279,1000160513
V Registru sčítacích obvodů a budov:,1000160548,buddet.jsp?budid=685007&idob=1000160548&b=0,685007,1000160548
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=685007&idob=1000160548&b=0,685007,1000160548
V Informačním systému katastru nemovitostí:,893293101,buddet.jsp?budid=685007&idob=1000160548&b=0,685007,1000160548
V informačním systému základního registru RÚIAN:,21784311,buddet.jsp?budid=685007&idob=1000160548&b=0,685007,1000160548
V Registru sčítacích obvodů a budov:,1000160556,buddet.jsp?budid=220282&idob=1000160556&b=0,220282,1000160556
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220282&idob=1000160556&b=0,220282,1000160556
V Informačním systému katastru nemovitostí:,892667101,buddet.jsp?budid=220282&idob=1000160556&b=0,220282,1000160556
V informačním systému základního registru RÚIAN:,21784329,buddet.jsp?budid=220282&idob=1000160556&b=0,220282,1000160556
V Registru sčítacích obvodů a budov:,1000159566,buddet.jsp?budid=220198&idob=1000159566&b=0,220198,1000159566
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220198&idob=1000159566&b=0,220198,1000159566
V Informačním systému katastru nemovitostí:,893153101,buddet.jsp?budid=220198&idob=1000159566&b=0,220198,1000159566
V informačním systému základního registru RÚIAN:,21783331,buddet.jsp?budid=220198&idob=1000159566&b=0,220198,1000159566
V Registru sčítacích obvodů a budov:,1000159817,buddet.jsp?budid=684964&idob=1000159817&b=0,684964,1000159817
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=684964&idob=1000159817&b=0,684964,1000159817
V Informačním systému katastru nemovitostí:,892758101,buddet.jsp?budid=684964&idob=1000159817&b=0,684964,1000159817
V informačním systému základního registru RÚIAN:,21783586,buddet.jsp?budid=684964&idob=1000159817&b=0,684964,1000159817
V Registru sčítacích obvodů a budov:,1000159876,buddet.jsp?budid=220226&idob=1000159876&b=0,220226,1000159876
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220226&idob=1000159876&b=0,220226,1000159876
V Informačním systému katastru nemovitostí:,893060101,buddet.jsp?budid=220226&idob=1000159876&b=0,220226,1000159876
V informačním systému základního registru RÚIAN:,21783641,buddet.jsp?budid=220226&idob=1000159876&b=0,220226,1000159876
V Registru sčítacích obvodů a budov:,1000160092,buddet.jsp?budid=684856&idob=1000160092&b=0,684856,1000160092
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=684856&idob=1000160092&b=0,684856,1000160092
V Informačním systému katastru nemovitostí:,892344101,buddet.jsp?budid=684856&idob=1000160092&b=0,684856,1000160092
V informačním systému základního registru RÚIAN:,21783861,buddet.jsp?budid=684856&idob=1000160092&b=0,684856,1000160092
V Registru sčítacích obvodů a budov:,1000160459,buddet.jsp?budid=220274&idob=1000160459&b=0,220274,1000160459
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220274&idob=1000160459&b=0,220274,1000160459
V Informačním systému katastru nemovitostí:,891924101,buddet.jsp?budid=220274&idob=1000160459&b=0,220274,1000160459
V informačním systému základního registru RÚIAN:,21784221,buddet.jsp?budid=220274&idob=1000160459&b=0,220274,1000160459
V Registru sčítacích obvodů a budov:,1000152723,buddet.jsp?budid=219607&idob=1000152723&b=0,219607,1000152723
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219607&idob=1000152723&b=0,219607,1000152723
V Informačním systému katastru nemovitostí:,892525101,buddet.jsp?budid=219607&idob=1000152723&b=0,219607,1000152723
