udaj,kod,text,idob,budid
PSČ a adresní pošta,12800,Praha 28,1000055566,211810
Ulice,463078,Oldřichova,1000055566,211810
Číslo domovní,358,číslo popisné,1000055566,211810
Číslo orientační,21,,1000055566,211810
Typ adresy,1,Hlavní adresa,1000055566,211810
Zadní vchod,0,ne,1000055566,211810
Identifikátor adresy RSO (IDADR),30000437336,,1000055566,211810
Identifikátor adresy ISEO (PČD),2451752,,1000055566,211810
Identifikátor adresy RÚIAN,21737819,,1000055566,211810
Okres,40924,Praha,1000055591,2610152
Městský obvod Prahy,27,Praha 2,1000055591,2610152
Obec,554782,Praha,1000055591,2610152
Část obce,490156,Nusle,1000055591,2610152
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000055591,2610152
PSČ a adresní pošta,12800,Praha 28,1000055591,2610152
Ulice,463078,Oldřichova,1000055591,2610152
Číslo domovní,371,číslo popisné,1000055591,2610152
Číslo orientační,19,,1000055591,2610152
Typ adresy,1,Hlavní adresa,1000055591,2610152
Zadní vchod,0,ne,1000055591,2610152
Identifikátor adresy RSO (IDADR),30023773341,,1000055591,2610152
Identifikátor adresy ISEO (PČD),2451755,,1000055591,2610152
Identifikátor adresy RÚIAN,21737851,,1000055591,2610152
Okres,40924,Praha,1000055698,211820
Městský obvod Prahy,27,Praha 2,1000055698,211820
Obec,554782,Praha,1000055698,211820
Část obce,490156,Nusle,1000055698,211820
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000055698,211820
PSČ a adresní pošta,12800,Praha 28,1000055698,211820
Ulice,463078,Oldřichova,1000055698,211820
Číslo domovní,425,číslo popisné,1000055698,211820
Číslo orientační,27,,1000055698,211820
Typ adresy,1,Hlavní adresa,1000055698,211820
Zadní vchod,0,ne,1000055698,211820
Identifikátor adresy RSO (IDADR),30000437425,,1000055698,211820
Identifikátor adresy ISEO (PČD),2451760,,1000055698,211820
Identifikátor adresy RÚIAN,21737959,,1000055698,211820
Okres,40924,Praha,1000055701,211821
Městský obvod Prahy,27,Praha 2,1000055701,211821
Obec,554782,Praha,1000055701,211821
Část obce,490156,Nusle,1000055701,211821
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000055701,211821
PSČ a adresní pošta,12800,Praha 28,1000055701,211821
Ulice,463078,Oldřichova,1000055701,211821
Číslo domovní,426,číslo popisné,1000055701,211821
Číslo orientační,29,,1000055701,211821
Typ adresy,1,Hlavní adresa,1000055701,211821
Zadní vchod,0,ne,1000055701,211821
Identifikátor adresy RSO (IDADR),30000437433,,1000055701,211821
Identifikátor adresy ISEO (PČD),2451761,,1000055701,211821
Identifikátor adresy RÚIAN,21737967,,1000055701,211821
Okres,40924,Praha,1000055710,211822
Městský obvod Prahy,27,Praha 2,1000055710,211822
Obec,554782,Praha,1000055710,211822
Část obce,490156,Nusle,1000055710,211822
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000055710,211822
PSČ a adresní pošta,12800,Praha 28,1000055710,211822
Ulice,463078,Oldřichova,1000055710,211822
Číslo domovní,427,číslo popisné,1000055710,211822
Číslo orientační,31,,1000055710,211822
Typ adresy,1,Hlavní adresa,1000055710,211822
Zadní vchod,0,ne,1000055710,211822
Identifikátor adresy RSO (IDADR),30000437441,,1000055710,211822
Identifikátor adresy ISEO (PČD),2451762,,1000055710,211822
Identifikátor adresy RÚIAN,21737975,,1000055710,211822
Okres,40924,Praha,1000056112,211856
Městský obvod Prahy,27,Praha 2,1000056112,211856
Obec,554782,Praha,1000056112,211856
Část obce,490156,Nusle,1000056112,211856
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000056112,211856
PSČ a adresní pošta,12800,Praha 28,1000056112,211856
Ulice,463078,Oldřichova,1000056112,211856
Číslo domovní,517,číslo popisné,1000056112,211856
Číslo orientační,33,,1000056112,211856
Typ adresy,1,Hlavní adresa,1000056112,211856
Zadní vchod,0,ne,1000056112,211856
Identifikátor adresy RSO (IDADR),30000437751,,1000056112,211856
Identifikátor adresy ISEO (PČD),2451821,,1000056112,211856
Identifikátor adresy RÚIAN,21738424,,1000056112,211856
Okres,40924,Praha,1000056406,211879
Městský obvod Prahy,27,Praha 2,1000056406,211879
Obec,554782,Praha,1000056406,211879
Část obce,490156,Nusle,1000056406,211879
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000056406,211879
PSČ a adresní pošta,12800,Praha 28,1000056406,211879
Ulice,463078,Oldřichova,1000056406,211879
Číslo domovní,595,číslo popisné,1000056406,211879
Číslo orientační,35,,1000056406,211879
Typ adresy,1,Hlavní adresa,1000056406,211879
Zadní vchod,0,ne,1000056406,211879
Identifikátor adresy RSO (IDADR),30000398004,,1000056406,211879
Identifikátor adresy ISEO (PČD),2451854,,1000056406,211879
Identifikátor adresy RÚIAN,21738769,,1000056406,211879
Okres,40924,Praha,1000056449,211883
Městský obvod Prahy,27,Praha 2,1000056449,211883
Obec,554782,Praha,1000056449,211883
Část obce,490156,Nusle,1000056449,211883
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000056449,211883
PSČ a adresní pošta,12800,Praha 28,1000056449,211883
Ulice,463078,Oldřichova,1000056449,211883
Číslo domovní,607,číslo popisné,1000056449,211883
Číslo orientační,25,,1000056449,211883
Typ adresy,1,Hlavní adresa,1000056449,211883
Zadní vchod,0,ne,1000056449,211883
Identifikátor adresy RSO (IDADR),30000398047,,1000056449,211883
Identifikátor adresy ISEO (PČD),2451858,,1000056449,211883
Identifikátor adresy RÚIAN,21738807,,1000056449,211883
Okres,40924,Praha,1000054951,211754
Městský obvod Prahy,27,Praha 2,1000054951,211754
Obec,554782,Praha,1000054951,211754
Část obce,490156,Nusle,1000054951,211754
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000054951,211754
PSČ a adresní pošta,12800,Praha 28,1000054951,211754
Ulice,463078,Oldřichova,1000054951,211754
Číslo domovní,97,číslo popisné,1000054951,211754
Číslo orientační,51,,1000054951,211754
Typ adresy,1,Hlavní adresa,1000054951,211754
Zadní vchod,0,ne,1000054951,211754
Identifikátor adresy RSO (IDADR),30000434817,,1000054951,211754
Identifikátor adresy ISEO (PČD),2451677,,1000054951,211754
Identifikátor adresy RÚIAN,21737096,,1000054951,211754
Okres,40924,Praha,1000055019,211759
Městský obvod Prahy,27,Praha 2,1000055019,211759
Obec,554782,Praha,1000055019,211759
Část obce,490156,Nusle,1000055019,211759
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000055019,211759
PSČ a adresní pošta,12800,Praha 28,1000055019,211759
Ulice,463078,Oldřichova,1000055019,211759
Číslo domovní,106,číslo popisné,1000055019,211759
Číslo orientační,49,,1000055019,211759
Typ adresy,1,Hlavní adresa,1000055019,211759
Zadní vchod,0,ne,1000055019,211759
Identifikátor adresy RSO (IDADR),30000434868,,1000055019,211759
Identifikátor adresy ISEO (PČD),NA,,1000055019,211759
Identifikátor adresy RÚIAN,21737169,,1000055019,211759
Okres,40924,Praha,1000055230,211779
Městský obvod Prahy,27,Praha 2,1000055230,211779
Obec,554782,Praha,1000055230,211779
Část obce,490156,Nusle,1000055230,211779
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000055230,211779
PSČ a adresní pošta,12800,Praha 28,1000055230,211779
Ulice,463078,Oldřichova,1000055230,211779
Číslo domovní,187,číslo popisné,1000055230,211779
Číslo orientační,55,,1000055230,211779
Typ adresy,1,Hlavní adresa,1000055230,211779
Zadní vchod,0,ne,1000055230,211779
Identifikátor adresy RSO (IDADR),30000437107,,1000055230,211779
Identifikátor adresy ISEO (PČD),2451714,,1000055230,211779
Identifikátor adresy RÚIAN,21737410,,1000055230,211779
Okres,40924,Praha,1000055493,211803
Městský obvod Prahy,27,Praha 2,1000055493,211803
Obec,554782,Praha,1000055493,211803
Část obce,490156,Nusle,1000055493,211803
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000055493,211803
PSČ a adresní pošta,12800,Praha 28,1000055493,211803
Ulice,463078,Oldřichova,1000055493,211803
Číslo domovní,283,číslo popisné,1000055493,211803
Číslo orientační,53,,1000055493,211803
Typ adresy,1,Hlavní adresa,1000055493,211803
Zadní vchod,0,ne,1000055493,211803
Identifikátor adresy RSO (IDADR),30000437280,,1000055493,211803
Identifikátor adresy ISEO (PČD),2451751,,1000055493,211803
Identifikátor adresy RÚIAN,21737738,,1000055493,211803
Okres,40924,Praha,1000055981,211846
Městský obvod Prahy,27,Praha 2,1000055981,211846
Obec,554782,Praha,1000055981,211846
Část obce,490156,Nusle,1000055981,211846
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000055981,211846
PSČ a adresní pošta,12800,Praha 28,1000055981,211846
Ulice,470783,Svatoplukova,1000055981,211846
Číslo domovní,493,číslo popisné,1000055981,211846
Číslo orientační,9,,1000055981,211846
Typ adresy,1,Hlavní adresa,1000055981,211846
Zadní vchod,0,ne,1000055981,211846
Identifikátor adresy RSO (IDADR),30000047449,,1000055981,211846
Identifikátor adresy ISEO (PČD),2451786,,1000055981,211846
Identifikátor adresy RÚIAN,21738289,,1000055981,211846
Okres,40924,Praha,1000056091,211854
Městský obvod Prahy,27,Praha 2,1000056091,211854
Obec,554782,Praha,1000056091,211854
Část obce,490156,Nusle,1000056091,211854
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000056091,211854
PSČ a adresní pošta,12800,Praha 28,1000056091,211854
Ulice,463078,Oldřichova,1000056091,211854
Číslo domovní,512,číslo popisné,1000056091,211854
Číslo orientační,42,,1000056091,211854
Typ adresy,1,Hlavní adresa,1000056091,211854
Zadní vchod,0,ne,1000056091,211854
Identifikátor adresy RSO (IDADR),30000437735,,1000056091,211854
Identifikátor adresy ISEO (PČD),2451819,,1000056091,211854
Identifikátor adresy RÚIAN,21738408,,1000056091,211854
Okres,40924,Praha,1000056171,211860
Městský obvod Prahy,27,Praha 2,1000056171,211860
Obec,554782,Praha,1000056171,211860
Část obce,490156,Nusle,1000056171,211860
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000056171,211860
PSČ a adresní pošta,12800,Praha 28,1000056171,211860
Ulice,463078,Oldřichova,1000056171,211860
Číslo domovní,528,číslo popisné,1000056171,211860
Číslo orientační,43,,1000056171,211860
Typ adresy,1,Hlavní adresa,1000056171,211860
Zadní vchod,0,ne,1000056171,211860
Identifikátor adresy RSO (IDADR),30000047546,,1000056171,211860
Identifikátor adresy ISEO (PČD),2451829,,1000056171,211860
Identifikátor adresy RÚIAN,21738513,,1000056171,211860
Okres,40924,Praha,1000056180,211861
Městský obvod Prahy,27,Praha 2,1000056180,211861
Obec,554782,Praha,1000056180,211861
Část obce,490156,Nusle,1000056180,211861
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000056180,211861
PSČ a adresní pošta,12800,Praha 28,1000056180,211861
Ulice,463078,Oldřichova,1000056180,211861
Číslo domovní,529,číslo popisné,1000056180,211861
Číslo orientační,41,,1000056180,211861
Typ adresy,1,Hlavní adresa,1000056180,211861
Zadní vchod,0,ne,1000056180,211861
Identifikátor adresy RSO (IDADR),30000397814,,1000056180,211861
Identifikátor adresy ISEO (PČD),2451830,,1000056180,211861
Identifikátor adresy RÚIAN,21738530,,1000056180,211861
Okres,40924,Praha,1000056309,211872
Městský obvod Prahy,27,Praha 2,1000056309,211872
Obec,554782,Praha,1000056309,211872
Část obce,490156,Nusle,1000056309,211872
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000056309,211872
PSČ a adresní pošta,12800,Praha 28,1000056309,211872
Ulice,463078,Oldřichova,1000056309,211872
Číslo domovní,552,číslo popisné,1000056309,211872
Číslo orientační,39,,1000056309,211872
Typ adresy,1,Hlavní adresa,1000056309,211872
Zadní vchod,0,ne,1000056309,211872
Identifikátor adresy RSO (IDADR),30000397911,,1000056309,211872
Identifikátor adresy ISEO (PČD),2451813,,1000056309,211872
Identifikátor adresy RÚIAN,21738661,,1000056309,211872
Okres,40924,Praha,1000056414,211880
Městský obvod Prahy,27,Praha 2,1000056414,211880
Obec,554782,Praha,1000056414,211880
Část obce,490156,Nusle,1000056414,211880
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000056414,211880
PSČ a adresní pošta,12800,Praha 28,1000056414,211880
Ulice,463078,Oldřichova,1000056414,211880
Číslo domovní,596,číslo popisné,1000056414,211880
Číslo orientační,37,,1000056414,211880
Typ adresy,1,Hlavní adresa,1000056414,211880
Zadní vchod,0,ne,1000056414,211880
Identifikátor adresy RSO (IDADR),30000398012,,1000056414,211880
Identifikátor adresy ISEO (PČD),2451855,,1000056414,211880
Identifikátor adresy RÚIAN,21738777,,1000056414,211880
Okres,40924,Praha,1000055884,211836
Městský obvod Prahy,27,Praha 2,1000055884,211836
Obec,554782,Praha,1000055884,211836
Část obce,490156,Nusle,1000055884,211836
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000055884,211836
PSČ a adresní pošta,12800,Praha 28,1000055884,211836
Ulice,470783,Svatoplukova,1000055884,211836
Číslo domovní,476,číslo popisné,1000055884,211836
Číslo orientační,7,,1000055884,211836
Typ adresy,1,Hlavní adresa,1000055884,211836
Zadní vchod,0,ne,1000055884,211836
Identifikátor adresy RSO (IDADR),30000437573,,1000055884,211836
Identifikátor adresy ISEO (PČD),2451807,,1000055884,211836
Identifikátor adresy RÚIAN,21738165,,1000055884,211836
Okres,40924,Praha,1000055906,211838
Městský obvod Prahy,27,Praha 2,1000055906,211838
Obec,554782,Praha,1000055906,211838
Část obce,490156,Nusle,1000055906,211838
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000055906,211838
PSČ a adresní pošta,12800,Praha 28,1000055906,211838
Ulice,449504,Jaromírova,1000055906,211838
Číslo domovní,483,číslo popisné,1000055906,211838
Číslo orientační,35,,1000055906,211838
Typ adresy,1,Hlavní adresa,1000055906,211838
Zadní vchod,0,ne,1000055906,211838
Identifikátor adresy RSO (IDADR),30000437590,,1000055906,211838
Identifikátor adresy ISEO (PČD),2451778,,1000055906,211838
Identifikátor adresy RÚIAN,21738181,,1000055906,211838
Okres,40924,Praha,1000055914,211839
Městský obvod Prahy,27,Praha 2,1000055914,211839
Obec,554782,Praha,1000055914,211839
Část obce,490156,Nusle,1000055914,211839
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000055914,211839
PSČ a adresní pošta,12800,Praha 28,1000055914,211839
Ulice,449504,Jaromírova,1000055914,211839
Číslo domovní,484,číslo popisné,1000055914,211839
Číslo orientační,37,,1000055914,211839
Typ adresy,1,Hlavní adresa,1000055914,211839
Zadní vchod,0,ne,1000055914,211839
Identifikátor adresy RSO (IDADR),30000437603,,1000055914,211839
Identifikátor adresy ISEO (PČD),2451779,,1000055914,211839
Identifikátor adresy RÚIAN,21738190,,1000055914,211839
Okres,40924,Praha,1000056635,211899
Městský obvod Prahy,27,Praha 2,1000056635,211899
Obec,554782,Praha,1000056635,211899
Část obce,490156,Nusle,1000056635,211899
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000056635,211899
PSČ a adresní pošta,12800,Praha 28,1000056635,211899
Ulice,449504,Jaromírova,1000056635,211899
Číslo domovní,685,číslo popisné,1000056635,211899
Číslo orientační,39,,1000056635,211899
Typ adresy,1,Hlavní adresa,1000056635,211899
Zadní vchod,0,ne,1000056635,211899
Identifikátor adresy RSO (IDADR),30000398179,,1000056635,211899
Identifikátor adresy ISEO (PČD),2451859,,1000056635,211899
Identifikátor adresy RÚIAN,21739048,,1000056635,211899
Okres,40924,Praha,1000056643,211900
Městský obvod Prahy,27,Praha 2,1000056643,211900
Obec,554782,Praha,1000056643,211900
Část obce,490156,Nusle,1000056643,211900
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000056643,211900
PSČ a adresní pošta,12800,Praha 28,1000056643,211900
Ulice,449504,Jaromírova,1000056643,211900
Číslo domovní,686,číslo popisné,1000056643,211900
Číslo orientační,41,,1000056643,211900
Typ adresy,1,Hlavní adresa,1000056643,211900
Zadní vchod,0,ne,1000056643,211900
Identifikátor adresy RSO (IDADR),30000398187,,1000056643,211900
Identifikátor adresy ISEO (PČD),2451860,,1000056643,211900
Identifikátor adresy RÚIAN,21739056,,1000056643,211900
Okres,40924,Praha,1000056651,211901
Městský obvod Prahy,27,Praha 2,1000056651,211901
Obec,554782,Praha,1000056651,211901
Část obce,490156,Nusle,1000056651,211901
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000056651,211901
PSČ a adresní pošta,12800,Praha 28,1000056651,211901
Ulice,449504,Jaromírova,1000056651,211901
Číslo domovní,687,číslo popisné,1000056651,211901
Číslo orientační,43,,1000056651,211901
Typ adresy,1,Hlavní adresa,1000056651,211901
Zadní vchod,0,ne,1000056651,211901
Identifikátor adresy RSO (IDADR),30000398195,,1000056651,211901
Identifikátor adresy ISEO (PČD),2451861,,1000056651,211901
Identifikátor adresy RÚIAN,21739064,,1000056651,211901
Okres,40924,Praha,1000056660,211902
Městský obvod Prahy,27,Praha 2,1000056660,211902
Obec,554782,Praha,1000056660,211902
Část obce,490156,Nusle,1000056660,211902
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000056660,211902
PSČ a adresní pošta,12800,Praha 28,1000056660,211902
Ulice,449504,Jaromírova,1000056660,211902
Číslo domovní,688,číslo popisné,1000056660,211902
Číslo orientační,45,,1000056660,211902
Typ adresy,1,Hlavní adresa,1000056660,211902
Zadní vchod,0,ne,1000056660,211902
Identifikátor adresy RSO (IDADR),30000297836,,1000056660,211902
Identifikátor adresy ISEO (PČD),2451862,,1000056660,211902
Identifikátor adresy RÚIAN,21739072,,1000056660,211902
Okres,40924,Praha,1000055418,211795
Městský obvod Prahy,27,Praha 2,1000055418,211795
Obec,554782,Praha,1000055418,211795
Část obce,490156,Nusle,1000055418,211795
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000055418,211795
PSČ a adresní pošta,12800,Praha 28,1000055418,211795
Ulice,463078,Oldřichova,1000055418,211795
Číslo domovní,255,číslo popisné,1000055418,211795
Číslo orientační,20,,1000055418,211795
Typ adresy,1,Hlavní adresa,1000055418,211795
Zadní vchod,0,ne,1000055418,211795
Identifikátor adresy RSO (IDADR),30000437221,,1000055418,211795
Identifikátor adresy ISEO (PČD),2451729,,1000055418,211795
Identifikátor adresy RÚIAN,21737649,,1000055418,211795
Okres,40924,Praha,1000055426,211796
Městský obvod Prahy,27,Praha 2,1000055426,211796
Obec,554782,Praha,1000055426,211796
Část obce,490156,Nusle,1000055426,211796
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000055426,211796
PSČ a adresní pošta,12800,Praha 28,1000055426,211796
Ulice,463078,Oldřichova,1000055426,211796
Číslo domovní,256,číslo popisné,1000055426,211796
Číslo orientační,22,,1000055426,211796
Typ adresy,1,Hlavní adresa,1000055426,211796
Zadní vchod,0,ne,1000055426,211796
Identifikátor adresy RSO (IDADR),30017223105,,1000055426,211796
Identifikátor adresy ISEO (PČD),2451743,,1000055426,211796
Identifikátor adresy RÚIAN,21737657,,1000055426,211796
Okres,40924,Praha,1000055515,211805
Městský obvod Prahy,27,Praha 2,1000055515,211805
Obec,554782,Praha,1000055515,211805
Část obce,490156,Nusle,1000055515,211805
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000055515,211805
PSČ a adresní pošta,12800,Praha 28,1000055515,211805
Ulice,463078,Oldřichova,1000055515,211805
Číslo domovní,304,číslo popisné,1000055515,211805
Číslo orientační,28,,1000055515,211805
Typ adresy,1,Hlavní adresa,1000055515,211805
Zadní vchod,0,ne,1000055515,211805
Identifikátor adresy RSO (IDADR),30000437301,,1000055515,211805
Identifikátor adresy ISEO (PČD),2451740,,1000055515,211805
Identifikátor adresy RÚIAN,21737754,,1000055515,211805
Okres,40924,Praha,1000055523,211806
Městský obvod Prahy,27,Praha 2,1000055523,211806
Obec,554782,Praha,1000055523,211806
Část obce,490156,Nusle,1000055523,211806
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000055523,211806
PSČ a adresní pošta,12800,Praha 28,1000055523,211806
Ulice,463078,Oldřichova,1000055523,211806
Číslo domovní,305,číslo popisné,1000055523,211806
Číslo orientační,30,,1000055523,211806
Typ adresy,1,Hlavní adresa,1000055523,211806
Zadní vchod,0,ne,1000055523,211806
Identifikátor adresy RSO (IDADR),30000437310,,1000055523,211806
Identifikátor adresy ISEO (PČD),2451741,,1000055523,211806
Identifikátor adresy RÚIAN,21737762,,1000055523,211806
Okres,40924,Praha,1000055531,211807
Městský obvod Prahy,27,Praha 2,1000055531,211807
Obec,554782,Praha,1000055531,211807
Část obce,490156,Nusle,1000055531,211807
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000055531,211807
PSČ a adresní pošta,12800,Praha 28,1000055531,211807
Ulice,463078,Oldřichova,1000055531,211807
Číslo domovní,306,číslo popisné,1000055531,211807
Číslo orientační,32,,1000055531,211807
Typ adresy,1,Hlavní adresa,1000055531,211807
Zadní vchod,0,ne,1000055531,211807
Identifikátor adresy RSO (IDADR),30000437328,,1000055531,211807
Identifikátor adresy ISEO (PČD),2451742,,1000055531,211807
Identifikátor adresy RÚIAN,21737771,,1000055531,211807
Okres,40924,Praha,1000055604,211812
Městský obvod Prahy,27,Praha 2,1000055604,211812
Obec,554782,Praha,1000055604,211812
Část obce,490156,Nusle,1000055604,211812
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000055604,211812
PSČ a adresní pošta,12800,Praha 28,1000055604,211812
Ulice,463078,Oldřichova,1000055604,211812
Číslo domovní,383,číslo popisné,1000055604,211812
Číslo orientační,26,,1000055604,211812
Typ adresy,1,Hlavní adresa,1000055604,211812
Zadní vchod,0,ne,1000055604,211812
Identifikátor adresy RSO (IDADR),30000437352,,1000055604,211812
Identifikátor adresy ISEO (PČD),2451756,,1000055604,211812
Identifikátor adresy RÚIAN,21737860,,1000055604,211812
Okres,40924,Praha,1000055655,683455
Městský obvod Prahy,27,Praha 2,1000055655,683455
Obec,554782,Praha,1000055655,683455
Část obce,490156,Nusle,1000055655,683455
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000055655,683455
PSČ a adresní pošta,12800,Praha 28,1000055655,683455
Ulice,463078,Oldřichova,1000055655,683455
Číslo domovní,398,číslo popisné,1000055655,683455
Číslo orientační,24,,1000055655,683455
Typ adresy,1,Hlavní adresa,1000055655,683455
Zadní vchod,0,ne,1000055655,683455
Identifikátor adresy RSO (IDADR),30000437409,,1000055655,683455
Identifikátor adresy ISEO (PČD),2451775,,1000055655,683455
Identifikátor adresy RÚIAN,21737916,,1000055655,683455
Okres,40924,Praha,1000055850,683457
Městský obvod Prahy,27,Praha 2,1000055850,683457
Obec,554782,Praha,1000055850,683457
Část obce,490156,Nusle,1000055850,683457
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000055850,683457
PSČ a adresní pošta,12800,Praha 28,1000055850,683457
Ulice,463078,Oldřichova,1000055850,683457
Číslo domovní,465,číslo popisné,1000055850,683457
Číslo orientační,40,,1000055850,683457
Typ adresy,1,Hlavní adresa,1000055850,683457
Zadní vchod,0,ne,1000055850,683457
Identifikátor adresy RSO (IDADR),30000437549,,1000055850,683457
Identifikátor adresy ISEO (PČD),2451804,,1000055850,683457
Identifikátor adresy RÚIAN,21738131,,1000055850,683457
Okres,40924,Praha,1000056333,2307861
Městský obvod Prahy,27,Praha 2,1000056333,2307861
Obec,554782,Praha,1000056333,2307861
Část obce,490156,Nusle,1000056333,2307861
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000056333,2307861
PSČ a adresní pošta,12800,Praha 28,1000056333,2307861
Ulice,463078,Oldřichova,1000056333,2307861
Číslo domovní,559,číslo popisné,1000056333,2307861
Číslo orientační,38,,1000056333,2307861
Typ adresy,1,Hlavní adresa,1000056333,2307861
Zadní vchod,0,ne,1000056333,2307861
Identifikátor adresy RSO (IDADR),30026503280,,1000056333,2307861
Identifikátor adresy ISEO (PČD),2451816,,1000056333,2307861
Identifikátor adresy RÚIAN,21738696,,1000056333,2307861
Okres,40924,Praha,1000056465,211885
Městský obvod Prahy,27,Praha 2,1000056465,211885
Obec,554782,Praha,1000056465,211885
Část obce,490156,Nusle,1000056465,211885
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000056465,211885
PSČ a adresní pošta,12800,Praha 28,1000056465,211885
Ulice,463078,Oldřichova,1000056465,211885
Číslo domovní,620,číslo popisné,1000056465,211885
Číslo orientační,34,,1000056465,211885
Typ adresy,1,Hlavní adresa,1000056465,211885
Zadní vchod,0,ne,1000056465,211885
Identifikátor adresy RSO (IDADR),30000398055,,1000056465,211885
Identifikátor adresy ISEO (PČD),2451840,,1000056465,211885
Identifikátor adresy RÚIAN,21738831,,1000056465,211885
Okres,40924,Praha,1000056767,211910
Městský obvod Prahy,27,Praha 2,1000056767,211910
Obec,554782,Praha,1000056767,211910
Část obce,490156,Nusle,1000056767,211910
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000056767,211910
PSČ a adresní pošta,12800,Praha 28,1000056767,211910
Ulice,463078,Oldřichova,1000056767,211910
Číslo domovní,859,číslo popisné,1000056767,211910
Číslo orientační,36,,1000056767,211910
Typ adresy,1,Hlavní adresa,1000056767,211910
Zadní vchod,0,ne,1000056767,211910
Identifikátor adresy RSO (IDADR),30000398268,,1000056767,211910
Identifikátor adresy ISEO (PČD),2451884,,1000056767,211910
Identifikátor adresy RÚIAN,21739200,,1000056767,211910
Okres,40924,Praha,1000054811,211741
Městský obvod Prahy,27,Praha 2,1000054811,211741
Obec,554782,Praha,1000054811,211741
Část obce,490156,Nusle,1000054811,211741
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000054811,211741
PSČ a adresní pošta,12800,Praha 28,1000054811,211741
Ulice,449504,Jaromírova,1000054811,211741
Číslo domovní,21,číslo popisné,1000054811,211741
Číslo orientační,33,,1000054811,211741
Typ adresy,1,Hlavní adresa,1000054811,211741
Zadní vchod,0,ne,1000054811,211741
Identifikátor adresy RSO (IDADR),30000434710,,1000054811,211741
Identifikátor adresy ISEO (PČD),2451675,,1000054811,211741
Identifikátor adresy RÚIAN,21736952,,1000054811,211741
Okres,40924,Praha,1000055728,211823
Městský obvod Prahy,27,Praha 2,1000055728,211823
Obec,554782,Praha,1000055728,211823
Část obce,490156,Nusle,1000055728,211823
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000055728,211823
PSČ a adresní pošta,12800,Praha 28,1000055728,211823
Ulice,449504,Jaromírova,1000055728,211823
Číslo domovní,430,číslo popisné,1000055728,211823
Číslo orientační,31,,1000055728,211823
Typ adresy,1,Hlavní adresa,1000055728,211823
Zadní vchod,0,ne,1000055728,211823
Identifikátor adresy RSO (IDADR),30000437450,,1000055728,211823
Identifikátor adresy ISEO (PČD),2451763,,1000055728,211823
Identifikátor adresy RÚIAN,21737983,,1000055728,211823
Okres,40924,Praha,1000055736,211824
Městský obvod Prahy,27,Praha 2,1000055736,211824
Obec,554782,Praha,1000055736,211824
Část obce,490156,Nusle,1000055736,211824
"Městský obvod, městská část (Prahy či statutárního města)",500089,Praha 2,1000055736,211824
PSČ a adresní pošta,12800,Praha 28,1000055736,211824
Ulice,449504,Jaromírova,1000055736,211824
Číslo domovní,431,číslo popisné,1000055736,211824
Číslo orientační,29,,1000055736,211824
Typ adresy,1,Hlavní adresa,1000055736,211824
Zadní vchod,0,ne,1000055736,211824
Identifikátor adresy RSO (IDADR),30000437468,,1000055736,211824
